# iteración mejor promedio
0 18.328370237846723 20.94230554079643
1 18.328370237846723 20.94230554079643
2 18.328370237846723 20.94230554079643
3 18.328370237846723 20.94230554079643
4 18.328370237846723 20.94230554079643
5 18.328370237846723 20.94230554079643
6 18.328370237846723 20.94230554079643
7 18.328370237846727 20.94230554079643
8 18.328370237846727 20.94230554079643
9 18.328370237846727 20.94230554079643
10 18.328370237846727 20.94230554079643
11 18.328370237846727 20.94230554079643
12 18.328370237846727 20.94230554079643
13 18.328370237846727 20.94230554079643
14 18.328370237846727 20.94230554079643
15 18.328370237846727 20.94230554079643
16 18.328370237846727 20.94230554079643
17 18.328370237846727 20.94230554079643
18 18.328370237846727 20.94230554079643
19 18.328370237846727 20.94230554079643
20 18.328370237846727 20.94230554079643
21 18.328370237846727 20.94230554079643
22 18.328370237846727 20.94230554079643
23 18.328370237846727 20.94230554079643
24 18.328370237846727 20.94230554079643
25 18.328370237846727 20.94230554079643
26 18.328370237846727 20.94230554079643
27 18.328370237846727 20.94230554079643
28 18.328370237846727 20.94230554079643
29 18.328370237846727 20.94230554079643
30 18.328370237846727 20.94230554079643
31 18.328370237846727 20.94230554079643
32 18.328370237846727 20.94230554079643
33 18.328370237846727 20.94230554079643
34 18.328370237846727 20.94230554079643
35 18.328370237846727 20.94230554079643
36 18.328370237846727 20.94230554079643
37 18.328370237846727 20.94230554079643
38 18.328370237846727 20.94230554079643
39 18.328370237846727 20.94230554079643
40 18.328370237846727 20.94230554079643
41 18.328370237846727 20.94230554079643
42 18.328370237846727 20.94230554079643
43 18.328370237846727 20.94230554079643
44 18.328370237846727 20.94230554079643
45 18.328370237846727 20.94230554079643
46 18.328370237846727 20.94230554079643
47 18.328370237846727 20.94230554079643
48 18.328370237846727 20.94230554079643
49 18.328370237846727 20.94230554079643
50 18.328370237846727 20.94230554079643
51 18.328370237846727 20.94230554079643
52 18.328370237846727 20.94230554079643
53 18.328370237846727 20.94230554079643
54 18.328370237846727 20.94230554079643
55 18.328370237846727 20.94230554079643
56 18.328370237846727 20.94230554079643
57 18.328370237846727 20.94230554079643
58 18.328370237846727 20.94230554079643
59 18.328370237846727 20.94230554079643
60 18.328370237846727 20.94230554079643
61 18.328370237846727 20.94230554079643
62 18.328370237846727 20.94230554079643
63 18.328370237846727 20.94230554079643
64 18.328370237846727 20.94230554079643
65 18.328370237846727 20.94230554079643
66 18.328370237846727 20.94230554079643
67 18.328370237846727 20.94230554079643
68 18.328370237846727 20.94230554079643
69 18.328370237846727 20.94230554079643
70 18.328370237846727 20.94230554079643
71 18.328370237846727 20.94230554079643
72 18.328370237846727 20.94230554079643
73 18.328370237846727 20.94230554079643
74 18.328370237846727 20.94230554079643
75 18.328370237846727 20.94230554079643
76 18.328370237846727 20.94230554079643
77 18.328370237846727 20.94230554079643
78 18.328370237846727 20.94230554079643
79 18.328370237846727 20.94230554079643
80 18.328370237846727 20.94230554079643
81 18.328370237846727 20.94230554079643
82 18.328370237846727 20.94230554079643
83 18.328370237846727 20.94230554079643
84 18.328370237846727 20.94230554079643
85 18.328370237846727 20.94230554079643
86 18.328370237846727 20.94230554079643
87 18.328370237846727 20.94230554079643
88 18.328370237846727 20.94230554079643
89 18.328370237846727 20.94230554079643
90 18.328370237846727 20.94230554079643
91 18.328370237846727 20.94230554079643
92 18.328370237846727 20.94230554079643
93 18.328370237846727 20.94230554079643
94 18.328370237846727 20.94230554079643
95 18.328370237846727 20.94230554079643
96 18.328370237846727 20.94230554079643
97 18.328370237846727 20.94230554079643
98 18.328370237846727 20.94230554079643
99 18.328370237846727 20.94230554079643
100 18.328370237846727 20.94230554079643
101 18.328370237846727 20.94230554079643
102 18.328370237846727 20.94230554079643
103 18.328370237846727 20.94230554079643
104 18.328370237846727 20.94230554079643
105 18.328370237846727 20.94230554079643
106 18.328370237846727 20.94230554079643
107 18.328370237846727 20.94230554079643
108 18.328370237846727 20.94230554079643
109 18.328370237846727 20.94230554079643
110 18.328370237846727 20.94230554079643
111 18.328370237846727 20.94230554079643
112 18.328370237846727 20.94230554079643
113 18.328370237846727 20.94230554079643
114 18.328370237846727 20.94230554079643
115 18.328370237846727 20.94230554079643
116 18.328370237846727 20.94230554079643
117 18.328370237846727 20.94230554079643
118 18.328370237846727 20.94230554079643
119 18.328370237846727 20.94230554079643
120 18.328370237846727 20.94230554079643
121 18.328370237846727 20.94230554079643
122 18.328370237846727 20.94230554079643
123 18.328370237846727 20.94230554079643
124 18.328370237846727 20.94230554079643
125 18.328370237846727 20.94230554079643
126 18.328370237846727 20.94230554079643
127 18.328370237846727 20.94230554079643
128 18.328370237846727 20.94230554079643
129 18.328370237846727 20.94230554079643
130 18.328370237846727 20.94230554079643
131 18.328370237846727 20.94230554079643
132 18.328370237846727 20.94230554079643
133 18.328370237846727 20.94230554079643
134 18.328370237846727 20.94230554079643
135 18.328370237846727 20.94230554079643
136 18.328370237846727 20.94230554079643
137 18.328370237846727 20.94230554079643
138 18.328370237846727 20.94230554079643
139 18.328370237846727 20.94230554079643
140 18.328370237846727 20.94230554079643
141 18.328370237846727 20.94230554079643
142 18.328370237846727 20.94230554079643
143 18.328370237846727 20.94230554079643
144 18.328370237846727 20.94230554079643
145 18.328370237846727 20.94230554079643
146 18.328370237846727 20.94230554079643
147 18.328370237846727 20.94230554079643
148 18.328370237846727 20.94230554079643
