# iteración mejor promedio
0 288.41686274747104 433.64003777702754
1 288.41686274747104 427.6406930656031
2 288.41686274747104 415.86175917241655
3 283.6598282863739 408.07938656164237
4 279.1265026124599 393.0887826621213
5 223.46000918166104 385.170307784564
6 223.46000918166104 374.3278843758264
7 220.523087888595 364.24936396457093
8 220.523087888595 357.10698617491755
9 220.523087888595 353.01394332719866
10 220.523087888595 345.83640145061895
11 220.523087888595 344.1385450765504
12 216.8451270921385 338.8254297151964
13 211.28935463109528 326.5744418659097
14 201.11525683607533 319.15990362546887
15 201.11525683607533 310.4737436617987
16 191.6940348380771 301.27801867861746
17 173.04723816577132 284.52740884612547
18 166.5938224590463 272.55048269223875
19 165.31198062080966 264.9410557654392
20 155.88278906768645 259.1292375731142
21 155.88278906768645 249.12428981315645
22 152.59498480077878 243.37103325252545
23 142.41434067554712 238.1896010913965
24 116.96989335072551 233.58121127114492
25 116.96989335072551 229.6043175007127
26 116.96989335072551 225.46519790387111
27 116.96989335072551 219.1640262636876
28 116.96989335072551 211.49981189503697
29 116.96989335072551 210.60975298028853
30 114.52177626516527 200.08062052426843
31 113.35160091381965 197.1039303460591
32 102.53815301730494 190.82883868960363
33 102.53815301730494 186.913881762251
34 102.53815301730494 186.7666981864682
35 102.53815301730494 185.64313846503777
36 102.53815301730494 182.12925930683028
37 100.70060047873005 176.36086192677448
38 100.70060047873005 171.5167023711257
39 97.39250982103563 165.4364825398096
40 97.39250982103563 161.01421322577963
41 96.6059074019323 156.86614584699063
42 96.09336136257944 153.45866609216048
43 84.46335292838768 151.12963542901048
44 84.46335292838768 145.5077022887495
45 84.46335292838768 139.61833152202863
46 78.96870970294789 138.66575854712374
47 71.1503792190323 134.70827149674017
48 71.1503792190323 132.62015306771426
49 71.1503792190323 130.5716864752503
50 71.1503792190323 125.24257509421126
51 71.1503792190323 121.99004789926
52 70.64572609324402 119.01505804769515
53 70.64572609324402 116.98704897645943
54 70.64572609324402 115.84830315950627
55 65.28256203492185 110.09439635208837
56 60.645921622906016 109.71605662037874
57 60.645921622906016 106.14764220395595
58 60.645921622906016 104.03038232099946
59 60.047301451254135 102.95503402657747
60 60.047301451254135 99.48759304165085
61 59.23057312019933 95.86191794989121
62 58.31968803765169 95.07005346271202
63 58.31968803765169 94.53477120524757
64 58.31968803765169 94.20751544349977
65 58.31968803765169 93.22969054987996
66 54.16127910707181 90.0466985986158
67 54.16127910707181 90.34897680511061
68 54.16127910707181 86.83692037093715
69 54.16127910707181 82.36675792770603
70 51.51704414674961 82.16918551100537
71 51.51704414674961 82.07467235353431
72 50.53716057358302 80.42979850607557
73 47.55212855391695 79.46323656339287
74 47.55212855391695 79.83907561335268
75 45.22451750145835 77.13370097148096
76 44.73721605871532 76.0949317826263
77 44.49185995311063 73.56351658061912
78 43.76455859451753 72.63614095272331
79 43.76455859451753 71.57960284163761
80 43.67312175691024 70.45673228306133
81 43.67312175691024 69.74947921070999
82 42.875958777730425 68.01184539272583
83 42.31993102912056 67.26474219805951
84 42.31993102912056 66.36735674558126
85 42.31993102912056 64.75829682948019
86 38.2583330927776 63.586492149221506
87 38.2583330927776 63.646879329627936
88 38.2583330927776 62.43778946688022
89 38.083145575939284 63.29019575726418
90 38.083145575939284 60.63379662878353
91 38.083145575939284 60.31692763743204
92 38.083145575939284 60.30893965227203
93 38.083145575939284 60.55771112424008
94 37.644042854270744 58.34944282664706
95 37.644042854270744 58.02843922856236
96 37.644042854270744 59.02852745949401
97 36.599679551139545 56.88022217703471
98 35.58152865424425 58.53344623018123
99 35.58152865424425 58.538719927113014
100 35.58152865424425 57.15835820846977
101 35.58152865424425 56.405292540330464
102 35.58152865424425 54.075207091206465
103 35.58152865424425 52.20530122092902
104 35.58152865424425 51.90546105470299
105 33.720660497635706 52.14810734373688
106 33.720660497635706 52.19541269110962
107 33.720660497635706 52.57437946664711
108 33.68808466423125 51.47669241527252
109 33.68808466423125 49.53627886107987
110 32.79218840477025 48.59228682886822
111 31.823426610400226 48.589981481559306
112 31.823426610400226 49.86466446164413
113 31.823426610400226 51.47037026296725
114 31.823426610400226 49.87300746615396
115 31.823426610400226 47.91483420805198
116 30.85586360555466 49.52031084072288
117 30.85586360555466 48.51495818868336
118 30.418673045206386 49.388396397241095
119 30.185764836331597 48.00227127504027
120 30.185764836331597 47.646459223075134
121 30.185764836331597 47.246062561802574
122 30.185748551381206 48.24423407367503
123 29.097767861471468 47.42435579353099
124 28.816222970533733 44.924822292240876
125 28.768105779067792 44.38695838754019
126 28.768105779067792 43.12674249507176
127 28.768105779067792 45.00835921706231
128 28.659976736571576 43.82948164001904
129 27.820174809481017 44.51653123212135
130 27.820174809481017 42.067001571898174
131 27.820174809481017 41.78580620379009
132 27.820174809481017 41.013977662796854
133 27.820174809481017 41.054152615164085
134 27.820174809481017 42.81243942094849
135 27.820174809481017 43.087866546127614
136 27.820174809481017 43.48263114951462
137 25.07511492354544 43.247600271090775
138 25.07511492354544 44.120003358566464
139 25.07511492354544 44.36265848826725
140 24.61466227157858 43.88018638546475
141 23.95888489176667 42.766638489673966
142 23.95888489176667 41.577625463148834
143 23.89882210769677 41.31005535161396
144 22.683380398635343 40.96861371937559
145 20.718125359084176 41.18442783415425
146 20.699222056901835 40.85961336248487
147 20.651099395705778 40.6792759578887
148 20.651099395705778 39.05505079731655
149 20.651099395705778 37.777533550353716
150 20.597699349559832 34.816188464429345
151 20.597699349559832 34.14734831248288
152 20.597699349559832 33.95329140659724
153 20.597699349559832 33.56872007197568
154 20.597699349559832 33.03036402399643
155 20.597699349559832 33.24447608087955
156 20.243095826220326 33.274985347953795
157 19.842277051570836 31.956623441656525
158 19.842277051570836 31.76008030999381
159 19.842277051570836 32.630709844299844
160 19.842277051570836 31.150975380681594
161 19.842277051570836 29.571838208506247
162 19.842277051570836 27.966396576381065
163 19.20840841287963 28.406703914535413
164 19.20840841287963 27.720608648483186
165 19.20840841287963 27.024177039223034
166 19.08524841889257 26.76364616467283
167 18.746785846204677 27.145572920481982
168 18.27416129962937 28.066592089154707
169 18.27416129962937 26.71456180500175
170 18.107160978193303 25.70790125704941
171 18.107160978193303 25.433663684598333
172 18.107160978193303 24.581839187822347
173 18.09443016310178 24.09571013549351
174 17.89938041036582 25.12071747026913
175 17.39671645966559 25.5117190741443
176 17.39671645966559 25.707366434907712
177 16.892468145631497 25.121655655269215
178 16.892468145631497 24.705043163020445
179 16.892468145631497 25.516462134191265
180 16.88954420957491 25.05669993016883
181 16.88954420957491 24.12945416434343
182 16.720651652195887 24.509404960787915
183 16.361983068019075 24.318587846383295
184 16.361983068019075 25.041447033157123
185 16.361983068019075 26.47731712484925
186 16.361983068019075 27.137285064612364
187 15.975541715512772 26.937981382779082
188 14.914075747456646 27.19782346845017
189 14.914075747456646 27.095467610256684
190 14.914075747456646 27.455543227960185
191 14.86357328693998 27.475811005551595
192 14.86357328693998 26.19473520380333
193 14.86357328693998 25.158619524932806
194 14.640077348962715 25.15465807243505
195 14.640077348962715 23.87430607710336
196 14.640077348962715 23.051794216068416
197 14.640077348962715 23.93565905259857
198 14.640077348962715 25.164522996236318
199 14.640077348962715 23.98874976279467
200 14.444551154306252 23.00619205400346
201 14.145045426774011 23.164509849506235
202 13.88735806030638 21.836759383623008
203 13.466234332603918 20.57214368018393
204 13.466234332603918 20.09053386469337
205 13.445526354530333 19.923565458359814
206 12.991734043771617 19.97884531285085
207 12.991734043771617 19.886361789426104
208 12.991734043771617 19.332340082500163
209 12.991734043771617 18.419610944517657
210 12.947818947398016 20.025292816357993
211 12.308760961683147 18.608298420057206
212 12.308760961683147 18.087007085296474
213 12.308760961683147 18.77474151920487
214 12.308760961683147 18.553303893803506
215 12.308760961683147 19.546559993845886
216 12.308760961683147 19.259320227838312
217 11.929378856150473 18.874758353888787
218 11.929378856150473 17.42272139128544
219 11.929378856150473 18.14723946046514
220 11.722602338734713 16.577985452855742
221 11.722602338734713 16.54497100133342
222 11.722602338734713 17.21240766234385
223 11.504797035134745 17.76506162799346
224 11.504797035134745 17.298418399252988
225 11.504797035134745 16.80146830340137
226 11.504797035134745 17.632421340552977
227 11.504797035134745 18.217509645525496
228 11.504797035134745 18.094094672123436
229 10.951203468445966 17.316467336842965
230 10.951203468445966 16.443636844479617
231 10.951203468445966 16.4292412420975
232 10.951203468445966 16.714970750983653
233 10.951203468445966 17.160554858278545
234 10.882974219276502 17.178850553670465
235 10.882974219276502 15.513176072014371
236 10.882974219276502 16.403882463554325
237 10.787893946635196 17.24936136320671
238 10.65097563313513 17.503657882605687
239 10.55889032846465 17.70793704774741
240 10.48002622220812 17.00455392483277
241 10.299702622751056 15.572879722825464
242 10.299702622751056 16.463812655650532
243 10.299702622751056 15.616866505783513
244 10.277552079657118 14.91586196493938
245 10.277552079657118 16.07553055210531
246 10.277552079657118 15.28918171033179
247 10.277552079657118 15.748017909180637
248 10.255954462258568 15.487299874217094
249 10.033213380190574 15.439106621018361
250 10.033213380190574 14.697430291163993
251 9.922791086528846 15.259821800899845
252 9.823298607982958 14.784280849827518
253 9.823298607982958 15.068555776463555
254 9.564597186614176 15.14922428653275
255 9.564597186614176 14.296971695657076
256 9.564597186614176 13.376142303303581
257 9.564597186614176 12.85195881010377
258 9.555191087411014 13.29941249665041
259 9.502270173704757 12.897215123943427
260 9.502270173704757 14.078195669711995
261 9.226061134679926 14.28372382713222
262 9.226061134679926 14.303573851922998
263 9.226061134679926 13.622222934059591
264 9.185662057539082 13.28572908543145
265 9.08065172669024 12.320382324809712
266 9.08065172669024 12.964175272261011
267 9.05177790725616 13.135447515347394
268 9.05177790725616 13.142964955752857
269 9.05177790725616 12.972220568388586
270 9.05177790725616 12.933356445202053
